id,word1,word2,antmorph,gold
tag-fallows-small-pairs.train236,affliction,trouble,0,0
tag-fallows-small-pairs.train237,afflux,failure,0,1
tag-fallows-small-pairs.train238,afford,grudge,0,1
tag-fallows-small-pairs.train239,affray,tranquillity,0,1
tag-fallows-small-pairs.train240,affright,astonish,0,0
tag-fallows-small-pairs.train241,affright,scare,0,0
tag-fallows-small-pairs.train242,affright,startle,0,0
tag-fallows-small-pairs.train243,affront,salutation,0,1
tag-fallows-small-pairs.train244,afloat,close,0,1
tag-fallows-small-pairs.train245,afloat,concentrated,0,1
tag-fallows-small-pairs.train246,afloat,dazed,0,0
tag-fallows-small-pairs.train247,afoot,afloat,0,0
tag-fallows-small-pairs.train248,afoot,launched,0,0
tag-fallows-small-pairs.train249,afoot,uncommenced,0,1
tag-fallows-small-pairs.train250,afoot,working,0,0
tag-fallows-small-pairs.train251,afore,afront,0,0
tag-fallows-small-pairs.train252,afore,following,0,1
tag-fallows-small-pairs.train253,aforesaid,aftercited,0,1
tag-fallows-small-pairs.train254,aforesaid,forthcoming,0,1
tag-fallows-small-pairs.train255,afore,sooner,0,0
tag-fallows-small-pairs.train256,afraid,fainthearted,0,0
tag-fallows-small-pairs.train257,afresh,uniformly,0,1
tag-fallows-small-pairs.train258,after,before,0,1
tag-fallows-small-pairs.train259,agape,astonished,0,0
tag-fallows-small-pairs.train260,agent,performer,0,0
tag-fallows-small-pairs.train261,agglomerate,detach,0,1
tag-fallows-small-pairs.train262,agglomerate,scatter,0,1
tag-fallows-small-pairs.train263,aggrandize,advance,0,0
tag-fallows-small-pairs.train264,aggrandize,debase,0,1
tag-fallows-small-pairs.train265,aggrandize,promote,0,0
tag-fallows-small-pairs.train266,aggravate,increase,0,0
tag-fallows-small-pairs.train267,aggregate,amount,0,0
tag-fallows-small-pairs.train268,aggregate,collation,0,0
tag-fallows-small-pairs.train269,aggregate,ingredient,0,1
tag-fallows-small-pairs.train270,aggregate,item,0,1
tag-fallows-small-pairs.train271,aggression,retaliation,0,1
tag-fallows-small-pairs.train272,aggression,withdrawal,0,1
tag-fallows-small-pairs.train273,aggrieve,compensate,0,1
tag-fallows-small-pairs.train274,aggrieve,grieve,0,0
tag-fallows-small-pairs.train275,aghast,unalarmed,0,1
tag-fallows-small-pairs.train276,agile,brisk,0,0
tag-fallows-small-pairs.train277,agitate,determine,0,1
tag-fallows-small-pairs.train278,agitate,settle,0,1
tag-fallows-small-pairs.train279,agog,abroad,0,0
tag-fallows-small-pairs.train280,agreeable,consistent,0,0
tag-fallows-small-pairs.train281,agreeable,pleasant,0,0
tag-fallows-small-pairs.train282,agreeably,conformably,0,0
tag-fallows-small-pairs.train283,agree,acquiesce,0,0
tag-fallows-small-pairs.train284,agreement,promise,0,1
tag-fallows-small-pairs.train285,agreement,understanding,0,1
tag-fallows-small-pairs.train286,agree,refuse,0,1
tag-fallows-small-pairs.train287,agriculture,unproductiveness,0,1
tag-fallows-small-pairs.train288,ahead,abaft,0,1
tag-fallows-small-pairs.train289,aid,assist,0,0
tag-fallows-small-pairs.train290,aid,befriend,0,0
tag-fallows-small-pairs.train291,ailment,exhaustion,0,1
tag-fallows-small-pairs.train292,ailment,food,0,0
tag-fallows-small-pairs.train293,ailment,sustentation,0,0
tag-fallows-small-pairs.train294,aim,intent,0,0
tag-fallows-small-pairs.train295,aim,scope,0,0
tag-fallows-small-pairs.train296,akin,foreign,0,1
tag-fallows-small-pairs.train297,alacrity,briskness,0,0
tag-fallows-small-pairs.train298,alarming,assuring,0,1
tag-fallows-small-pairs.train299,alarming,fearful,0,0
tag-fallows-small-pairs.train300,alarming,soothing,0,1
tag-fallows-small-pairs.train301,alarm,timidity,0,0
tag-fallows-small-pairs.train302,alien,appropriate,0,1
tag-fallows-small-pairs.train303,alienate,conciliate,0,1
tag-fallows-small-pairs.train304,alienate,retain,0,1
tag-fallows-small-pairs.train305,alight,soar,0,1
tag-fallows-small-pairs.train306,alike,unlike,0,1
tag-fallows-small-pairs.train307,alive,living,0,0
tag-fallows-small-pairs.train308,allay,soften,0,0
tag-fallows-small-pairs.train309,allegiance,rebellion,0,1
tag-fallows-small-pairs.train310,allegory,illustration,0,0
tag-fallows-small-pairs.train311,allegory,narrative,0,1
tag-fallows-small-pairs.train312,all,full,0,0
tag-fallows-small-pairs.train313,alliance,connection,0,0
tag-fallows-small-pairs.train314,alliance,disunion,0,1
tag-fallows-small-pairs.train315,allotment,seizure,0,1
tag-fallows-small-pairs.train316,allow,acknowledge,0,0
tag-fallows-small-pairs.train317,allow,confess,0,0
tag-fallows-small-pairs.train318,allow,disallow,1,1
tag-fallows-small-pairs.train319,allow,recognize,0,0
tag-fallows-small-pairs.train320,allow,suffer,0,0
tag-fallows-small-pairs.train321,alloy,decrement,0,0
tag-fallows-small-pairs.train322,alloyed,mixed,0,0
tag-fallows-small-pairs.train323,alloyed,unadulterated,0,1
tag-fallows-small-pairs.train324,allure,alarm,0,1
tag-fallows-small-pairs.train325,allure,lure,0,0
tag-fallows-small-pairs.train326,allure,seduce,0,0
tag-fallows-small-pairs.train327,allure,tempt,0,0
tag-fallows-small-pairs.train328,all,whole,0,0
tag-fallows-small-pairs.train329,alterable,immovable,0,1
tag-fallows-small-pairs.train330,alterable,revocable,0,0
tag-fallows-small-pairs.train331,alteration,identity,0,1
tag-fallows-small-pairs.train332,alter,solidify,0,1
tag-fallows-small-pairs.train333,alter,vary,0,0
tag-fallows-small-pairs.train334,altitude,elevation,0,0
tag-fallows-small-pairs.train335,altogether,combined,0,0
tag-fallows-small-pairs.train336,altogether,partially,0,1
tag-fallows-small-pairs.train337,altogether,separately,0,1
tag-fallows-small-pairs.train338,amalgamate,decompose,0,1
tag-fallows-small-pairs.train339,ambagious,circumlocutory,0,0
tag-fallows-small-pairs.train340,ambagious,terse,0,1
tag-fallows-small-pairs.train341,ambiguous,enigmatical,0,0
tag-fallows-small-pairs.train342,ambiguous,lucid,0,1
tag-fallows-small-pairs.train343,ambiguous,obscure,0,0
tag-fallows-small-pairs.train344,ambition,indifference,0,1
tag-fallows-small-pairs.train345,amend,deteriorate,0,1
tag-fallows-small-pairs.train346,amend,neglect,0,1
tag-fallows-small-pairs.train347,amerce,condemn,0,0
tag-fallows-small-pairs.train348,amiable,benevolent,0,0
tag-fallows-small-pairs.train349,amiable,lovable,0,0
tag-fallows-small-pairs.train350,amicable,cold,0,1
tag-fallows-small-pairs.train351,amicable,cordial,0,0
tag-fallows-small-pairs.train352,amicable,unfavorable,0,1
tag-fallows-small-pairs.train353,amicable,unpropitious,0,1
tag-fallows-small-pairs.train354,amidst,outside,0,1
tag-fallows-small-pairs.train355,amidst,without,0,1
tag-fallows-small-pairs.train356,amity,sociableness,0,0
tag-fallows-small-pairs.train357,among,compact,0,1
tag-fallows-small-pairs.train358,amount,reach,0,0
tag-fallows-small-pairs.train359,ample,complete,0,0
tag-fallows-small-pairs.train360,ample,narrow,0,1
tag-fallows-small-pairs.train361,amplify,retrench,0,1
tag-fallows-small-pairs.train362,amputate,clip,0,0
tag-fallows-small-pairs.train363,amputate,extend,0,1
tag-fallows-small-pairs.train364,amputate,remove,0,0
tag-fallows-small-pairs.train365,analogy,disharmony,0,1
tag-fallows-small-pairs.train366,anarchy,law,0,1
tag-fallows-small-pairs.train367,ancient,immemorial,0,0
tag-fallows-small-pairs.train368,ancillary,adverse,0,1
tag-fallows-small-pairs.train369,ancillary,applicable,0,0
tag-fallows-small-pairs.train370,ancillary,irrelevant,0,1
tag-fallows-small-pairs.train371,ancillary,redundant,0,1
tag-fallows-small-pairs.train372,anfractuosity,angularity,0,0
tag-fallows-small-pairs.train373,angelic,divine,0,0
tag-fallows-small-pairs.train374,angelic,heavenly,0,0
tag-fallows-small-pairs.train375,anger,enmity,0,0
tag-fallows-small-pairs.train376,anger,imbitter,0,0
tag-fallows-small-pairs.train377,angry,forbearing,0,1
tag-fallows-small-pairs.train378,anguish,pang,0,0
tag-fallows-small-pairs.train379,anguish,solace,0,1
tag-fallows-small-pairs.train380,animadversion,approval,0,1
tag-fallows-small-pairs.train381,animated,enlivening,0,0
tag-fallows-small-pairs.train382,animated,inspiring,0,0
tag-fallows-small-pairs.train383,animation,deadness,0,1
tag-fallows-small-pairs.train384,animosity,malevolence,0,0
tag-fallows-small-pairs.train385,animosity,malignity,0,0
tag-fallows-small-pairs.train386,animosity,sympathy,0,1
tag-fallows-small-pairs.train387,annex,disengage,0,1
tag-fallows-small-pairs.train388,annex,fasten,0,0
tag-fallows-small-pairs.train389,annex,subjoin,0,0
tag-fallows-small-pairs.train390,annihilate,cultivate,0,1
tag-fallows-small-pairs.train391,annihilate,develope,0,1
tag-fallows-small-pairs.train392,announce,intimate,0,0
tag-fallows-small-pairs.train393,annoyance,pleasure,0,1
tag-fallows-small-pairs.train394,annoyance,trouble,0,0
tag-fallows-small-pairs.train395,annoy,conciliate,0,1
tag-fallows-small-pairs.train396,annoy,irritate,0,0
tag-fallows-small-pairs.train397,annul,maintain,0,1
tag-fallows-small-pairs.train398,annul,nullify,0,0
tag-fallows-small-pairs.train399,anomalous,wonted,0,1
tag-fallows-small-pairs.train400,anomaly,exemplification,0,1
tag-fallows-small-pairs.train401,anonymous,identified,0,1
tag-fallows-small-pairs.train402,answerable,irresponsible,0,1
tag-fallows-small-pairs.train403,answer,challenge,0,1
tag-fallows-small-pairs.train404,answer,response,0,0
tag-fallows-small-pairs.train405,antagonism,hostility,0,0
tag-fallows-small-pairs.train406,antagonist,abettor,0,1
tag-fallows-small-pairs.train407,antagonist,competitor,0,0
tag-fallows-small-pairs.train408,antagonist,enemy,0,0
tag-fallows-small-pairs.train409,antagonistic,hostile,0,0
tag-fallows-small-pairs.train410,anticipate,cure,0,1
tag-fallows-small-pairs.train411,anticipate,forestall,0,0
tag-fallows-small-pairs.train412,anticipate,remember,0,1
tag-fallows-small-pairs.train413,anticipation,inexpectation,0,1
tag-fallows-small-pairs.train414,anticipation,preclusion,0,0
tag-fallows-small-pairs.train415,anticipation,surprise,0,1
tag-fallows-small-pairs.train416,antipathy,affinity,0,1
tag-fallows-small-pairs.train417,antipathy,contrariety,0,0
tag-fallows-small-pairs.train418,antipathy,hatred,0,0
tag-fallows-small-pairs.train419,anxious,disturbed,0,0
tag-fallows-small-pairs.train420,apace,rapidly,0,0
tag-fallows-small-pairs.train421,apart,close,0,1
tag-fallows-small-pairs.train422,apartment,tenant,0,1
tag-fallows-small-pairs.train423,apart,separately,0,0
tag-fallows-small-pairs.train424,apathy,sluggishness,0,0
tag-fallows-small-pairs.train425,apathy,unconcern,0,0
tag-fallows-small-pairs.train426,aperture,imperviousness,0,1
tag-fallows-small-pairs.train427,ape,simulate,0,0
tag-fallows-small-pairs.train428,aphorism,precept,0,0
tag-fallows-small-pairs.train429,apiece,distributively,0,0
tag-fallows-small-pairs.train430,apocalypse,unveiling,0,0
tag-fallows-small-pairs.train431,apocryphal,palpable,0,1
tag-fallows-small-pairs.train432,apocryphal,unauthentic,0,0
tag-fallows-small-pairs.train433,apology,confession,0,0
tag-fallows-small-pairs.train434,apology,impeachment,0,1
tag-fallows-small-pairs.train435,appal,frighten,0,0
tag-fallows-small-pairs.train436,appal,rally,0,1
tag-fallows-small-pairs.train437,appal,terrify,0,0
tag-fallows-small-pairs.train438,apparent,likely,0,0
tag-fallows-small-pairs.train439,apparent,visible,0,0
tag-fallows-small-pairs.train440,appearance,manner,0,0
tag-fallows-small-pairs.train441,appearance,show,0,0
tag-fallows-small-pairs.train442,appease,kindle,0,1
tag-fallows-small-pairs.train443,appended,detracted,0,1
tag-fallows-small-pairs.train444,append,supplement,0,0
tag-fallows-small-pairs.train445,appetite,apathy,0,1
tag-fallows-small-pairs.train446,appetite,aversion,0,1
tag-fallows-small-pairs.train447,appetite,disposition,0,0
tag-fallows-small-pairs.train448,appetite,proneness,0,0
tag-fallows-small-pairs.train449,appetite,propension,0,0
tag-fallows-small-pairs.train450,applaud,denounce,0,1
tag-fallows-small-pairs.train451,applause,laudation,0,0
tag-fallows-small-pairs.train452,applicable,inapplicable,1,1
tag-fallows-small-pairs.train453,applicable,ry,0,0
tag-fallows-small-pairs.train454,apply,discard,0,1
tag-fallows-small-pairs.train455,apply,divorce,0,1
tag-fallows-small-pairs.train456,appoint,order,0,0
tag-fallows-small-pairs.train457,apportion,divide,0,0
tag-fallows-small-pairs.train458,apposite,inappropriate,0,1
tag-fallows-small-pairs.train459,apposite,unfitting,0,1
tag-fallows-small-pairs.train460,appreciate,recognize,0,0
tag-fallows-small-pairs.train461,apprehend,take,0,0
tag-fallows-small-pairs.train462,apprise,inform,0,0
tag-fallows-small-pairs.train463,approach,admittance,0,0
tag-fallows-small-pairs.train464,approach,advent,0,0
tag-fallows-small-pairs.train465,approach,avenue,0,0
tag-fallows-small-pairs.train466,approach,entrance,0,0
tag-fallows-small-pairs.train467,approach,exit,0,1
tag-fallows-small-pairs.train468,approbation,permission,0,0
tag-fallows-small-pairs.train469,approbation,protest,0,1
tag-fallows-small-pairs.train470,approve,blame,0,1
tag-fallows-small-pairs.train471,approve,disavow,0,1
tag-fallows-small-pairs.train472,approve,second,0,0
tag-fallows-small-pairs.train473,approximate,abut,0,0
tag-fallows-small-pairs.train474,appurtenant,belonging,0,0
tag-fallows-small-pairs.train475,aptitude,fitness,0,0
tag-fallows-small-pairs.train476,aptitude,suitableness,0,0
tag-fallows-small-pairs.train477,aptitude,tendency,0,0
tag-fallows-small-pairs.train478,apt,likely,0,0
tag-fallows-small-pairs.train479,arbiter,arbitrator,0,0
tag-fallows-small-pairs.train480,arbiter,claimant,0,1
tag-fallows-small-pairs.train481,arbitrary,modest,0,1
tag-fallows-small-pairs.train482,aright,properly,0,0
tag-fallows-small-pairs.train483,aright,rightly,0,0
tag-fallows-small-pairs.train484,aright,uprightly,0,0
tag-fallows-small-pairs.train485,army,paucity,0,1
tag-fallows-small-pairs.train486,around,among,0,1
tag-fallows-small-pairs.train487,around,within,0,1
tag-fallows-small-pairs.train488,arouse,allay,0,1
tag-fallows-small-pairs.train489,arraign,accuse,0,0
tag-fallows-small-pairs.train490,arraign,discharge,0,1
tag-fallows-small-pairs.train491,arraign,impeach,0,0
tag-fallows-small-pairs.train492,arrange,place,0,0
tag-fallows-small-pairs.train493,arrant,flagrant,0,0
tag-fallows-small-pairs.train494,array,divest,0,1
tag-fallows-small-pairs.train495,array,jumble,0,1
tag-fallows-small-pairs.train496,arrest,liberate,0,1
tag-fallows-small-pairs.train497,arrive,attain,0,0
tag-fallows-small-pairs.train498,arrogance,loftiness,0,0
tag-fallows-small-pairs.train499,arrogance,politeness,0,1
tag-fallows-small-pairs.train500,arrogate,assume,0,0
tag-fallows-small-pairs.train501,arrogate,claim,0,0
tag-fallows-small-pairs.train502,arrogate,waive,0,1
